activity_type_id,x1,y1,z1,t1,x2,y2,z2,t2,x3,y3,z3,t3
4,-3.370014278201987,9.773098651306839,-0.08919504984380541,8151.410571576682,-6.295940364980557,11.037594529680113,-6.248869848209466,8157.252896525435,-5.695875575615265,10.847817633159007,-6.190162790133771,8489.318603796448
1,0.18679860783487448,7.609141157264555,1.5096868568796193,596.9515864927818,1.7200403784719187,10.571580416472688,0.45845802819205944,594.5498352884789,3.2610194608421303,12.985443091222766,-0.20698045204785837,653.0422468599672
5,10.164874703318036,-1.11544111328002,-0.09938079247683516,9687.266228720277,9.868023144582162,-1.040061378197736,0.0884836388350634,9539.181106221047,9.522450317359189,-1.013697196768111,0.027403694954085376,9589.107721190321
4,-1.66511995614624,7.897984472904484,4.139673906628206,343.2207708972229,-1.7655489445182573,8.726941253824236,4.252928406163804,337.6479809990759,-1.6893892332755753,8.385789455087037,0.0944470140435795,345.1131191484082
5,0.8229014663556099,7.093679797215322,6.268798111592636,44.473118639033956,-0.3247508856678506,8.413941182133708,6.066353515515651,41.3927977146449,-0.370248672450876,8.765220079515565,6.101529674887107,40.70503499422934
5,-4.155522487674571,3.277174496362179,0.38763800468845305,68.9402906238651,-6.47071078781647,13.368332627979926,2.094330648059168,69.65341050778264,-3.4454801293958734,7.637873460676753,2.6121157351877473,70.41823580212542
5,5.602194129414546,7.381387120366426,-0.20506391094808105,19.612128177088447,5.336747594159365,7.892585916337266,-0.2111013451491985,21.742994244674705,5.7114917168433665,6.814330553051637,-0.15904164184728206,21.061767646750972
4,-9.00491126235946,4.48132147471182,-4.207433032929187,9306.402811261045,-9.074132125514861,4.314699506635351,-3.8692462157818137,9096.856105300949,-3.758912606388161,6.616047454153953,-3.6441876404221305,9259.58970198772
5,-5.856187911168892,4.020347014252298,-6.611954622427242,907.0593700408647,-5.342750470674997,3.879312512973147,-6.454381718582216,938.6577278281153,-5.6193333022163205,3.6563443560336997,-7.351126529699216,875.722248888963
7,2.651718186784132,9.807676318982022,-0.2572255576338959,1586.7026393265369,1.7598405379183961,9.595059233603074,-0.23783867201232997,1557.9282892046974,1.3298684709253645,9.40675895684225,-0.010125101368506289,1476.878539379692
7,-0.8674168552695266,11.611162028118514,-0.35659806280399253,208.3571751122488,-0.6793950461125843,6.280972506080361,-0.578381658612555,202.57366251220213,-0.6167266851751281,6.501060687802665,-0.4225135579672962,224.21661763215056
1,1.9984722035584381,9.335585210108404,0.4110431923148163,553.7330140261638,1.9709887149731677,9.381981898154338,0.4746591752220493,495.82143395366114,1.939315903487341,8.886173146601559,0.3872721738614112,518.9082305372793
5,4.711479896999107,8.081570823359092,0.432667580918061,10.28319233414019,1.1681472841446847,11.6618753373587,-0.33645000679787496,10.213999094131685,1.8227555097206358,9.369382183568828,-0.14364305486782225,10.06651391564828
6,0.6971455175362435,9.39244318843583,-0.2365270014504379,235.83355436769136,0.9043859516135736,9.487940584422995,-0.23017099717828637,233.42353019533965,0.43728377720788625,9.651495412676162,-0.2058725007656867,238.34804507436633
7,7.152575293277939,4.925800310667976,1.3245459425964707,309.01350417010946,4.541064903081158,9.28621873602044,-0.5222074298811905,290.9497177519758,5.247105082275311,9.894258443611085,-4.6497358166801455,290.8638910673289
7,2.264343388551004,8.059078928836183,-1.1889505290349758,2211.524226143158,2.431820190518403,8.010648822595082,-1.2436286980669973,2194.673519952139,1.652620315338233,8.233970690193509,-2.4034796143479222,2302.960949703632
4,-2.551213542208651,9.131224042655274,5.108780354196006,11526.85932404433,-1.7839931168660244,7.603040085173295,5.3370599971474775,10923.700008538015,-1.5177867182735083,8.0729101281975,5.097504415775506,10788.594393159674
5,9.64364647407693,-1.2033953874209669,-0.0021737700927015554,7193.318277449507,9.87659982502878,-1.1541669224528992,0.008797603373178028,7675.305098160473,9.654192897257872,-1.0349249601211272,-0.0920837534532355,7432.77122898284
4,4.428837734670995,7.327500849466435,-0.1670842812681011,112.65490362381692,4.501393708533216,8.059023844325937,-0.2782303934668652,101.72558175607726,4.366845536979485,8.771384654418563,-0.32615784790365504,114.4242203097483
